policy_id,age,gender,state,occupation,marital_status,credit_score,policy_type,annual_premium,policy_start_date,years_as_customer,num_prior_claims,has_violations
POL-00287,29,Female,GA,Retail Worker,Married,687,Premium,6004.96,2021-08-26,4,2,0
POL-00288,62,Female,MD,Software Engineer,Married,625,Standard,5297.35,2020-08-01,15,2,0
POL-00289,65,Male,GA,Sales Manager,Divorced,471,Basic,6662.46,2023-10-04,10,7,0
POL-00290,34,Male,GA,Construction Worker,Single,658,Premium,6402.65,2024-01-15,0,0,1
POL-00291,46,Female,IL,Student,Widowed,804,Comprehensive,3134.23,2022-02-07,3,7,0
POL-00292,28,Female,FL,Doctor,Single,601,Basic,2890.38,2020-08-02,2,5,0
POL-00293,74,Female,IL,Construction Worker,Single,395,Premium,4955.23,2023-06-10,15,0,1
POL-00294,59,Male,WI,Student,Widowed,460,Basic,1259.43,2021-02-24,6,6,0
POL-00295,60,Female,MI,Mechanic,Single,350,Comprehensive,4788.27,2024-09-16,15,2,0
POL-00296,41,Male,AZ,Teacher,Divorced,791,Standard,1227.4,2021-02-27,5,4,0
POL-00297,48,Male,MI,Doctor,Widowed,782,Comprehensive,7211.58,2021-06-26,2,8,1
POL-00298,29,Female,WA,Sales Manager,Married,756,Basic,2474.72,2022-08-10,8,3,0
POL-00299,54,Male,PA,Doctor,Single,387,Premium,6561.35,2022-04-27,7,8,0
POL-00300,71,Female,IN,Electrician,Widowed,541,Comprehensive,2741.39,2022-03-19,1,8,0
POL-00301,25,Female,IL,Nurse,Married,497,Standard,820.07,2020-06-09,13,3,0
POL-00302,71,Female,NJ,Student,Single,389,Comprehensive,4672.73,2023-02-04,10,4,1
POL-00303,73,Male,WI,Chef,Widowed,415,Comprehensive,1622.32,2023-03-06,3,1,0
POL-00304,68,Female,MO,Student,Divorced,720,Premium,3372.83,2022-09-21,15,0,0
POL-00305,35,Female,PA,Chef,Widowed,339,Comprehensive,7171.81,2021-11-09,7,0,1
POL-00306,35,Female,CA,Sales Manager,Divorced,618,Premium,6821.35,2024-10-23,3,3,0
POL-00307,37,Female,NJ,Accountant,Widowed,391,Standard,3812.87,2024-08-14,13,7,0
POL-00308,70,Male,IN,Doctor,Married,367,Premium,5821.77,2022-04-06,4,8,0
POL-00309,29,Male,OH,Freelancer,Single,555,Basic,3923.37,2022-01-08,6,4,0
POL-00310,70,Female,IN,Electrician,Single,331,Standard,3293.5,2023-05-01,14,2,1
POL-00311,55,Female,VA,Nurse,Divorced,392,Premium,705.88,2020-04-11,5,3,0
POL-00312,59,Male,OH,Accountant,Widowed,825,Basic,6984.72,2024-04-20,0,7,0
POL-00313,59,Male,WI,Doctor,Single,529,Premium,5062.58,2021-09-17,8,6,1
POL-00314,72,Female,MA,Accountant,Married,777,Premium,5578.97,2024-08-15,12,1,0
POL-00315,50,Female,MO,Retail Worker,Divorced,605,Basic,4113.04,2021-11-19,8,5,0
POL-00316,34,Female,OH,Nurse,Married,358,Comprehensive,5453.98,2023-10-26,4,0,1
POL-00317,36,Female,AZ,Electrician,Widowed,336,Standard,3073.75,2023-12-31,7,8,1
POL-00318,60,Female,IN,Accountant,Married,485,Premium,1232.02,2020-09-19,8,8,0
POL-00319,61,Female,FL,Mechanic,Divorced,528,Premium,3653.54,2024-12-21,10,5,0
POL-00320,55,Female,MA,Freelancer,Single,781,Basic,6997.95,2023-04-10,2,7,0
POL-00321,50,Male,WA,Driver,Divorced,723,Basic,7031.37,2020-11-04,4,3,0
POL-00322,44,Female,PA,Sales Manager,Married,382,Comprehensive,2994.72,2020-12-28,10,0,0
POL-00323,46,Female,OH,Doctor,Married,462,Comprehensive,6389.08,2024-05-15,2,2,1
POL-00324,58,Female,WA,Electrician,Widowed,692,Basic,782.94,2021-02-12,11,0,0
POL-00325,66,Male,CA,Retail Worker,Single,554,Standard,5701.44,2021-12-06,9,2,0
POL-00326,42,Female,IL,Teacher,Single,605,Premium,3919.45,2022-12-01,10,6,0
POL-00327,39,Female,VA,Doctor,Married,468,Comprehensive,643.44,2021-04-04,4,3,0
POL-00328,55,Male,NY,Sales Manager,Single,684,Premium,6284.37,2023-06-30,1,0,0
POL-00329,59,Male,TX,Construction Worker,Single,726,Comprehensive,3351.9,2023-01-25,8,7,0
POL-00330,31,Male,MI,Electrician,Single,832,Premium,5170.98,2023-12-06,4,6,0
POL-00331,50,Male,MI,Teacher,Single,809,Standard,5067.51,2024-05-12,8,8,0
POL-00332,40,Female,MI,Nurse,Single,808,Standard,5661.53,2022-09-11,10,3,0
POL-00333,18,Male,NY,Freelancer,Widowed,452,Basic,6346.45,2020-06-02,3,4,0
POL-00334,47,Female,NC,Lawyer,Single,402,Standard,7056.05,2024-10-11,9,5,0
POL-00335,45,Male,NY,Freelancer,Single,309,Standard,5475.16,2020-12-15,10,5,1
POL-00336,57,Female,FL,Sales Manager,Divorced,487,Basic,3505.83,2022-07-23,8,6,1
POL-00337,69,Female,IL,Teacher,Married,360,Standard,1277.85,2023-04-24,15,7,0
POL-00338,57,Female,VA,Chef,Single,433,Comprehensive,7402.98,2020-08-19,13,7,0
POL-00339,22,Female,NJ,Software Engineer,Married,646,Basic,3746.36,2024-01-28,7,7,0
POL-00340,60,Female,PA,Freelancer,Single,311,Standard,4291.76,2022-08-19,15,2,0
POL-00341,66,Female,NJ,Mechanic,Divorced,584,Basic,4301.97,2023-02-01,12,6,0
POL-00342,23,Female,MA,Doctor,Widowed,390,Comprehensive,3853.01,2020-08-31,15,0,0
POL-00343,43,Female,TX,Driver,Single,393,Premium,7175.83,2023-02-25,6,7,0
POL-00344,41,Male,GA,Freelancer,Widowed,639,Comprehensive,5874.94,2022-01-14,14,1,0
POL-00345,66,Male,CA,Sales Manager,Divorced,598,Premium,5765.72,2020-04-03,5,7,0
POL-00346,70,Female,NY,Accountant,Married,492,Basic,7476.62,2022-03-15,6,7,0
POL-00347,63,Female,NY,Doctor,Widowed,347,Basic,6291.09,2022-07-11,14,8,0
POL-00348,49,Male,IN,Construction Worker,Single,743,Comprehensive,7432.78,2024-05-18,5,2,0
POL-00349,24,Female,WI,Chef,Divorced,816,Comprehensive,3639.99,2023-06-01,7,4,1
POL-00350,39,Female,MA,Doctor,Married,441,Comprehensive,5018.93,2024-12-20,9,8,0
POL-00351,63,Male,OH,Mechanic,Divorced,653,Standard,7860.02,2023-08-24,5,8,0
POL-00352,63,Male,VA,Driver,Widowed,727,Premium,7081.08,2022-05-15,0,8,0
POL-00353,19,Female,PA,Software Engineer,Single,504,Premium,6126.39,2020-11-25,9,4,0
POL-00354,71,Male,MI,Mechanic,Single,667,Comprehensive,1268.6,2024-11-12,7,8,1
POL-00355,33,Female,TX,Student,Widowed,696,Comprehensive,7675.26,2023-11-04,10,8,0
POL-00356,18,Female,OH,Chef,Widowed,530,Premium,6163.31,2023-01-24,6,3,0
POL-00357,46,Male,FL,Nurse,Married,826,Basic,3328.99,2022-05-27,8,8,0
POL-00358,26,Male,MD,Freelancer,Divorced,305,Premium,3997.49,2020-11-13,1,2,0
POL-00359,56,Male,WI,Freelancer,Divorced,802,Premium,1046.61,2023-12-20,10,8,0
POL-00360,29,Male,IN,Nurse,Widowed,849,Comprehensive,1189.59,2021-03-29,6,5,0
POL-00361,41,Female,OH,Doctor,Widowed,309,Basic,5517.04,2022-07-01,7,3,0
POL-00362,61,Female,WA,Student,Single,695,Premium,4551.78,2021-08-02,0,8,0
POL-00363,50,Female,TN,Software Engineer,Divorced,497,Premium,4354.21,2020-07-15,5,8,0
POL-00364,58,Male,OH,Retail Worker,Married,734,Basic,2041.85,2024-08-24,13,1,0
POL-00365,19,Female,NJ,Software Engineer,Single,375,Basic,1834.94,2021-05-30,2,3,0
POL-00366,44,Female,MA,Retail Worker,Widowed,743,Premium,626.68,2023-10-10,3,8,0
POL-00367,59,Male,MD,Software Engineer,Single,666,Basic,2673.77,2023-11-05,9,1,0
POL-00368,66,Female,WA,Electrician,Single,785,Standard,4501.01,2020-10-06,12,8,0
POL-00369,58,Male,MI,Retail Worker,Divorced,311,Standard,1424.26,2020-01-11,12,8,0
POL-00370,37,Male,VA,Mechanic,Widowed,824,Standard,1707.16,2021-03-28,8,3,0
POL-00371,29,Male,MO,Lawyer,Single,597,Basic,2380.16,2021-02-08,15,5,0
POL-00372,26,Male,NY,Accountant,Single,498,Premium,4143.96,2021-11-03,9,2,0
POL-00373,69,Female,AZ,Nurse,Single,620,Standard,6392.45,2023-12-29,13,4,0
POL-00374,26,Female,TN,Lawyer,Widowed,667,Premium,4152.29,2020-08-10,5,1,0
POL-00375,72,Male,MO,Mechanic,Divorced,378,Basic,7190.79,2024-10-05,0,6,0
POL-00376,20,Female,MO,Student,Widowed,452,Premium,3443.74,2024-12-30,9,2,1
POL-00377,50,Male,WA,Sales Manager,Single,544,Standard,6179.05,2020-10-14,14,2,0
POL-00378,54,Male,TN,Sales Manager,Single,524,Comprehensive,2238.12,2021-06-25,11,3,0
POL-00379,60,Male,IN,Student,Divorced,697,Comprehensive,7384.26,2024-12-10,1,0,0
POL-00380,24,Female,NC,Chef,Married,685,Comprehensive,3239.73,2023-08-31,2,8,0
POL-00381,42,Male,IN,Electrician,Divorced,653,Comprehensive,6444.93,2024-12-21,0,8,0
POL-00382,46,Male,GA,Teacher,Divorced,516,Standard,1901.79,2022-01-11,3,3,1
POL-00383,69,Female,NY,Lawyer,Widowed,790,Standard,4930.93,2023-08-18,13,0,0
POL-00384,20,Male,MD,Chef,Married,437,Basic,7180.98,2020-10-27,1,2,0
POL-00385,29,Female,WI,Chef,Single,590,Basic,2124.45,2023-05-27,15,7,0
POL-00386,32,Female,WI,Nurse,Married,823,Premium,1757.91,2023-11-05,10,7,0
POL-00387,32,Female,WA,Nurse,Single,316,Standard,4420.34,2022-10-29,13,2,0
POL-00388,29,Female,WI,Chef,Single,844,Basic,1198.92,2023-09-12,4,8,0
POL-00389,75,Female,IN,Electrician,Divorced,344,Comprehensive,2221.15,2024-07-01,15,6,0
POL-00390,55,Male,AZ,Nurse,Divorced,788,Standard,7325.64,2020-06-20,9,8,1
POL-00391,34,Male,CA,Construction Worker,Single,835,Basic,4398.21,2022-02-07,6,5,1
POL-00392,41,Male,PA,Electrician,Divorced,567,Comprehensive,4735.03,2023-06-07,8,6,0
POL-00393,44,Female,IL,Sales Manager,Widowed,559,Premium,4832.38,2024-05-04,12,2,0
POL-00394,65,Male,MA,Doctor,Married,402,Standard,4312.58,2024-05-28,10,8,0
POL-00395,28,Female,CA,Doctor,Single,448,Comprehensive,7443.96,2022-06-10,2,1,0
POL-00396,32,Female,FL,Chef,Single,693,Comprehensive,5104.74,2022-12-03,9,0,0
POL-00397,58,Female,MA,Software Engineer,Married,830,Premium,1960.6,2024-05-24,7,2,0
POL-00398,41,Male,CA,Nurse,Single,582,Comprehensive,3148.46,2022-03-20,12,3,0
POL-00399,65,Male,FL,Driver,Divorced,656,Premium,7724.66,2021-07-20,7,3,1
POL-00400,43,Male,NC,Nurse,Widowed,818,Basic,4689.73,2022-10-27,9,5,0
POL-00401,69,Female,MO,Freelancer,Divorced,753,Comprehensive,4723.76,2024-04-25,7,5,1
POL-00402,61,Female,MD,Freelancer,Single,793,Basic,2433.65,2022-02-22,7,3,0
POL-00403,44,Female,IN,Driver,Single,569,Standard,2654.67,2022-03-28,10,1,0
POL-00404,48,Female,VA,Mechanic,Divorced,487,Standard,4242.5,2021-02-12,7,3,0
POL-00405,31,Male,OH,Freelancer,Married,664,Standard,6342.04,2020-09-02,2,7,0
POL-00406,66,Male,TN,Sales Manager,Divorced,804,Premium,4181.04,2024-04-14,8,6,0
POL-00407,66,Male,TX,Driver,Widowed,789,Basic,4268.56,2022-03-17,5,7,0
POL-00408,62,Female,NJ,Construction Worker,Single,312,Standard,3345.71,2020-07-25,10,5,0
POL-00409,29,Female,GA,Accountant,Widowed,651,Premium,1879.35,2022-05-18,6,6,0
POL-00410,41,Female,NC,Lawyer,Married,434,Standard,6606.43,2024-01-16,8,3,1
POL-00411,72,Female,OH,Nurse,Married,784,Basic,1824.55,2022-10-20,4,8,0
POL-00412,68,Female,MI,Accountant,Single,707,Basic,5679.07,2020-05-02,6,4,1
POL-00413,71,Male,MA,Construction Worker,Divorced,566,Premium,3202.3,2023-02-15,8,5,0
POL-00414,44,Male,VA,Freelancer,Married,478,Premium,3163.32,2023-10-10,15,7,0
POL-00415,42,Female,MA,Retail Worker,Married,471,Premium,3663.62,2023-06-08,12,1,0
POL-00416,28,Female,GA,Sales Manager,Divorced,598,Premium,5040.39,2022-03-20,8,7,0
POL-00417,65,Female,AZ,Nurse,Married,323,Standard,5958.29,2023-09-17,8,1,0
POL-00418,28,Female,NY,Teacher,Single,784,Basic,697.74,2022-03-24,2,1,0
POL-00419,57,Male,FL,Retail Worker,Widowed,616,Standard,2355.47,2021-08-04,14,2,0
POL-00420,51,Male,CA,Software Engineer,Divorced,633,Comprehensive,4003.95,2024-11-18,8,8,1
POL-00421,26,Male,MD,Chef,Widowed,745,Premium,7316.92,2022-09-13,7,1,1
POL-00422,37,Female,AZ,Accountant,Married,610,Basic,500.69,2024-07-27,4,5,0
POL-00423,48,Male,TN,Doctor,Widowed,606,Basic,6244.02,2024-06-22,9,3,0
POL-00424,53,Female,OH,Electrician,Widowed,704,Standard,1724.52,2024-02-18,12,6,0
POL-00425,34,Male,AZ,Retail Worker,Married,829,Premium,2635.08,2024-03-01,8,6,0
POL-00426,72,Male,IL,Nurse,Divorced,413,Comprehensive,5132.97,2021-07-11,15,3,0
POL-00427,19,Male,TX,Driver,Single,490,Basic,2615.86,2020-09-13,14,0,0
POL-00428,23,Male,CA,Lawyer,Married,650,Comprehensive,2836.83,2024-06-25,15,5,1
POL-00429,62,Male,NJ,Teacher,Married,357,Premium,6317.4,2020-05-26,15,2,0
POL-00430,75,Female,WA,Freelancer,Single,424,Standard,3385.98,2022-06-26,7,0,0
POL-00431,47,Male,IN,Retail Worker,Married,784,Comprehensive,5610.82,2021-10-01,10,2,0
POL-00432,65,Male,NC,Lawyer,Divorced,503,Premium,7156.4,2024-11-03,6,1,0
POL-00433,58,Female,NJ,Software Engineer,Married,582,Basic,3468.56,2021-05-12,0,0,1
POL-00434,62,Male,VA,Doctor,Single,554,Standard,4249.39,2023-11-05,10,0,0
POL-00435,40,Male,MO,Doctor,Single,428,Comprehensive,2245.06,2023-02-17,11,7,0
POL-00436,19,Female,VA,Construction Worker,Married,556,Basic,4139.77,2022-06-15,9,8,1
POL-00437,30,Male,MO,Sales Manager,Divorced,779,Premium,7007.46,2023-05-11,5,1,0
POL-00438,46,Female,NC,Driver,Divorced,764,Basic,6319.38,2022-11-02,12,2,0
POL-00439,57,Female,WI,Mechanic,Divorced,364,Comprehensive,1924.02,2023-10-31,15,8,0
POL-00440,57,Female,NJ,Electrician,Divorced,413,Basic,4424.0,2020-05-16,1,2,0
POL-00441,73,Male,OH,Teacher,Widowed,496,Basic,738.63,2023-08-07,12,7,0
POL-00442,21,Female,GA,Chef,Single,313,Standard,5418.12,2024-12-27,2,7,0
POL-00443,41,Female,VA,Doctor,Single,572,Basic,6007.25,2024-09-04,9,1,0
POL-00444,51,Male,NY,Construction Worker,Married,844,Comprehensive,1920.95,2022-12-13,7,2,1
POL-00445,65,Male,MD,Sales Manager,Widowed,737,Basic,1751.07,2021-01-04,12,8,0
POL-00446,60,Male,MO,Chef,Widowed,660,Premium,4625.61,2021-10-26,11,6,1
POL-00447,70,Female,WI,Mechanic,Married,684,Premium,3200.06,2022-07-15,14,6,0
POL-00448,64,Male,MI,Chef,Single,830,Standard,7950.59,2021-09-10,0,4,0
POL-00449,31,Female,CA,Doctor,Divorced,823,Standard,1207.15,2022-07-31,11,2,0
POL-00450,34,Female,MD,Mechanic,Married,562,Premium,1189.29,2022-03-29,6,1,0
POL-00451,68,Female,IL,Lawyer,Single,607,Basic,5980.92,2023-03-26,12,1,0
POL-00452,67,Female,VA,Student,Widowed,726,Basic,7023.4,2021-04-09,0,6,0
POL-00453,37,Male,NJ,Driver,Married,634,Standard,1648.98,2023-10-11,12,7,0
POL-00454,32,Female,MI,Doctor,Widowed,451,Standard,3021.26,2022-09-01,1,8,1
POL-00455,34,Male,WA,Driver,Widowed,433,Standard,4106.92,2021-02-09,15,6,0
POL-00456,53,Male,GA,Teacher,Divorced,740,Premium,5635.53,2023-03-25,2,1,1
POL-00457,45,Female,VA,Mechanic,Divorced,652,Basic,6272.61,2020-12-12,11,7,0
POL-00458,46,Male,GA,Mechanic,Divorced,459,Basic,1342.79,2020-04-21,7,2,0
POL-00459,18,Female,NY,Accountant,Widowed,782,Basic,2989.08,2024-02-24,6,3,0
POL-00460,53,Female,WI,Construction Worker,Married,318,Comprehensive,4872.54,2023-09-20,1,4,0
POL-00461,21,Female,OH,Doctor,Divorced,354,Comprehensive,5410.68,2020-01-18,2,6,0
POL-00462,60,Female,NY,Software Engineer,Divorced,695,Standard,7848.45,2022-11-07,3,5,1
POL-00463,73,Male,IL,Mechanic,Widowed,322,Basic,2355.44,2022-12-20,9,5,1
POL-00464,43,Male,CA,Sales Manager,Divorced,663,Premium,2271.54,2022-10-23,8,0,0
POL-00465,74,Female,CA,Driver,Divorced,530,Standard,3063.4,2022-03-15,4,1,1
POL-00466,51,Male,AZ,Mechanic,Married,736,Premium,7323.02,2021-11-05,14,8,0
POL-00467,31,Male,MD,Driver,Married,441,Premium,5663.99,2022-12-08,4,6,0
POL-00468,59,Male,NJ,Teacher,Single,488,Premium,6796.42,2020-10-25,0,5,1
POL-00469,44,Female,MA,Construction Worker,Divorced,455,Standard,1300.79,2021-01-13,0,4,0
POL-00470,56,Male,GA,Retail Worker,Single,667,Basic,5661.06,2022-09-03,4,8,1
POL-00471,63,Female,IL,Freelancer,Widowed,803,Comprehensive,1531.35,2021-01-30,7,0,1
POL-00472,66,Male,NC,Electrician,Married,507,Standard,996.02,2022-06-18,15,5,1
POL-00473,74,Male,AZ,Electrician,Single,689,Premium,3456.13,2024-02-29,1,8,0
POL-00474,46,Female,TX,Student,Married,831,Comprehensive,7878.73,2020-03-21,12,8,0
POL-00475,30,Female,MA,Electrician,Divorced,592,Comprehensive,1748.65,2021-08-25,1,8,0
POL-00476,47,Female,FL,Construction Worker,Single,484,Standard,3448.0,2021-10-24,14,0,0
POL-00477,47,Male,MA,Teacher,Divorced,631,Standard,5887.81,2020-09-10,2,1,1
POL-00478,58,Female,FL,Driver,Widowed,823,Standard,3340.09,2022-02-18,1,2,0
POL-00479,54,Male,IL,Freelancer,Married,483,Basic,3646.86,2021-09-25,14,4,0
POL-00480,25,Male,OH,Software Engineer,Divorced,312,Comprehensive,4232.21,2022-10-18,0,7,0
POL-00481,31,Female,MA,Electrician,Widowed,381,Basic,2335.35,2023-01-25,8,8,0
POL-00482,21,Male,PA,Software Engineer,Divorced,337,Standard,6903.72,2023-09-28,9,5,0
POL-00483,21,Male,AZ,Nurse,Married,591,Standard,7747.2,2024-03-14,11,0,0
POL-00484,67,Female,NJ,Sales Manager,Widowed,369,Comprehensive,6824.82,2020-05-12,9,7,0
POL-00485,25,Female,NJ,Driver,Widowed,837,Standard,5718.72,2023-06-07,1,1,0
POL-00486,48,Female,AZ,Chef,Divorced,565,Premium,7453.29,2023-06-12,15,8,1
POL-00487,49,Male,WI,Mechanic,Divorced,498,Basic,1386.55,2022-08-10,3,3,1
POL-00488,44,Male,NJ,Sales Manager,Married,311,Standard,5675.13,2021-06-05,2,4,0
POL-00489,50,Female,CA,Teacher,Divorced,649,Comprehensive,5932.97,2023-06-15,0,2,0
POL-00490,39,Female,TN,Student,Widowed,336,Standard,4111.22,2023-07-08,14,8,0
POL-00491,47,Female,TX,Freelancer,Divorced,623,Basic,2061.97,2023-11-04,10,5,0
POL-00492,27,Female,CA,Sales Manager,Widowed,847,Standard,4782.36,2022-03-08,5,1,0
POL-00493,63,Female,TX,Accountant,Widowed,388,Comprehensive,7077.87,2022-01-31,14,4,0
POL-00494,51,Female,IL,Teacher,Divorced,338,Standard,7350.15,2022-06-27,0,7,0
POL-00495,30,Female,TN,Construction Worker,Divorced,635,Standard,6271.11,2020-07-20,4,3,0
POL-00496,47,Female,IN,Teacher,Single,618,Basic,5652.89,2023-05-02,2,5,1
POL-00497,74,Male,NY,Driver,Divorced,323,Premium,5291.38,2021-03-05,10,3,0
POL-00498,36,Female,MO,Sales Manager,Widowed,420,Premium,1619.91,2021-07-14,3,0,0
POL-00499,31,Female,MO,Sales Manager,Divorced,444,Premium,4805.62,2020-12-16,2,4,0
POL-00500,52,Female,TX,Nurse,Single,782,Basic,1294.45,2020-04-20,2,6,1
POL-00501,29,Female,WI,Sales Manager,Divorced,640,Standard,5846.74,2023-10-05,2,7,0
POL-00502,23,Female,NY,Lawyer,Divorced,776,Comprehensive,2237.71,2021-04-03,4,4,0
POL-00503,43,Male,NJ,Doctor,Divorced,764,Comprehensive,726.98,2022-08-31,3,5,1
POL-00504,47,Male,MI,Doctor,Divorced,430,Basic,3542.64,2024-01-02,3,5,0
POL-00505,68,Female,MO,Lawyer,Widowed,723,Standard,5156.56,2023-01-27,5,7,1
POL-00506,22,Female,OH,Freelancer,Widowed,745,Premium,4583.95,2021-04-28,5,1,1
POL-00507,25,Female,NJ,Driver,Single,755,Standard,2810.27,2022-04-11,2,1,1
POL-00508,38,Female,TX,Teacher,Married,442,Basic,6178.08,2023-09-15,4,7,0
POL-00509,42,Female,OH,Mechanic,Divorced,606,Premium,7388.76,2022-06-09,11,1,0
POL-00510,57,Female,PA,Freelancer,Divorced,363,Premium,7258.07,2020-04-18,0,8,0
POL-00511,25,Female,CA,Mechanic,Widowed,703,Premium,5838.3,2022-04-11,12,6,0
POL-00512,60,Male,TN,Nurse,Married,693,Premium,6799.72,2020-11-11,9,2,0
POL-00513,18,Male,CA,Nurse,Widowed,747,Standard,1134.98,2023-08-08,13,7,1
POL-00514,57,Male,MA,Driver,Widowed,760,Comprehensive,3164.8,2021-01-15,13,0,1
POL-00515,72,Male,IN,Accountant,Widowed,675,Basic,7836.75,2023-03-09,15,5,0
POL-00516,55,Female,FL,Nurse,Divorced,776,Basic,4425.18,2023-06-03,2,3,1
POL-00517,58,Male,MO,Doctor,Divorced,354,Premium,4512.75,2020-01-23,15,7,1
POL-00518,54,Female,AZ,Sales Manager,Divorced,596,Standard,764.95,2023-05-08,9,4,0
POL-00519,58,Female,MD,Nurse,Single,598,Basic,2651.12,2020-06-17,4,8,0
POL-00520,72,Female,NC,Nurse,Divorced,581,Premium,606.52,2020-08-16,5,2,1
POL-00521,41,Male,NC,Doctor,Married,796,Standard,6495.29,2024-10-31,1,5,0
POL-00522,27,Male,TN,Doctor,Widowed,692,Standard,5455.0,2024-01-26,5,3,0
POL-00523,21,Female,NY,Software Engineer,Married,775,Comprehensive,4071.74,2022-09-02,7,6,1
POL-00524,48,Female,PA,Driver,Widowed,312,Premium,7454.17,2022-07-08,12,5,0
POL-00525,24,Female,AZ,Chef,Divorced,643,Premium,2503.16,2020-07-20,8,6,1
POL-00526,67,Male,MD,Doctor,Married,832,Premium,5582.89,2021-01-03,10,8,0
POL-00527,61,Male,FL,Software Engineer,Widowed,400,Basic,5641.25,2021-12-20,7,4,0
POL-00528,30,Male,CA,Chef,Single,358,Standard,7628.67,2023-07-30,3,1,0
POL-00529,72,Male,WA,Retail Worker,Married,413,Standard,2400.02,2022-08-14,2,7,0
POL-00530,67,Female,NJ,Accountant,Married,375,Premium,6328.29,2022-02-22,12,5,0
POL-00531,34,Female,IL,Lawyer,Single,803,Standard,5077.26,2020-12-31,15,1,0
POL-00532,52,Female,OH,Chef,Single,752,Premium,1274.65,2020-05-29,2,4,1
POL-00533,19,Female,PA,Retail Worker,Single,338,Comprehensive,2498.27,2023-12-04,10,6,0
POL-00534,50,Female,TN,Electrician,Widowed,371,Standard,524.81,2023-11-12,15,1,0
POL-00535,39,Female,WA,Software Engineer,Single,674,Premium,1103.43,2022-07-30,9,3,0
POL-00536,53,Male,WA,Retail Worker,Married,606,Comprehensive,7223.46,2023-07-15,11,7,0
POL-00537,74,Female,OH,Nurse,Single,497,Basic,5898.04,2023-04-29,7,7,1
POL-00538,22,Female,TN,Driver,Widowed,316,Basic,3044.64,2021-11-22,1,6,0
POL-00539,31,Female,MO,Nurse,Married,373,Basic,6015.95,2022-09-28,0,7,0
POL-00540,33,Male,CA,Nurse,Single,614,Basic,3921.38,2020-12-15,2,1,0
POL-00541,49,Male,FL,Doctor,Married,736,Premium,6586.41,2024-02-20,12,5,0
POL-00542,61,Male,NJ,Freelancer,Married,346,Standard,3016.28,2020-09-04,8,2,1
POL-00543,28,Female,MO,Nurse,Widowed,549,Basic,1500.28,2024-06-08,12,2,0
POL-00544,74,Female,FL,Software Engineer,Single,483,Basic,5800.56,2023-04-30,9,6,1
POL-00545,62,Male,OH,Nurse,Divorced,835,Comprehensive,3590.23,2020-12-23,1,2,1
POL-00546,57,Male,MI,Sales Manager,Widowed,304,Standard,1939.27,2022-12-21,3,5,0
POL-00547,47,Male,NC,Software Engineer,Married,415,Standard,5639.33,2022-08-29,15,2,0
POL-00548,60,Male,TX,Retail Worker,Divorced,591,Standard,3760.04,2021-11-15,14,0,0
POL-00549,65,Male,MO,Nurse,Married,329,Comprehensive,4361.78,2020-05-25,7,7,0
POL-00550,44,Male,NJ,Mechanic,Single,633,Standard,1235.48,2024-02-19,13,3,1
POL-00551,75,Male,FL,Lawyer,Widowed,355,Comprehensive,1587.06,2023-06-02,14,2,1
POL-00552,41,Male,MA,Construction Worker,Married,667,Premium,2016.58,2020-09-17,1,0,0
POL-00553,26,Male,MA,Lawyer,Widowed,475,Premium,2148.9,2021-08-27,5,2,0
POL-00554,23,Female,IN,Lawyer,Married,784,Comprehensive,2593.78,2024-02-04,13,3,0
POL-00555,38,Female,MD,Mechanic,Married,305,Comprehensive,7851.38,2020-03-23,15,8,0
POL-00556,45,Female,TN,Doctor,Single,763,Comprehensive,2303.84,2023-02-17,0,6,0
POL-00557,26,Female,MI,Mechanic,Single,316,Comprehensive,5517.77,2020-11-27,14,0,1
POL-00558,47,Male,WA,Nurse,Divorced,775,Basic,6952.87,2020-05-24,12,5,0
POL-00559,36,Female,NC,Construction Worker,Married,382,Premium,6018.21,2020-04-22,11,0,0
POL-00560,42,Female,MA,Chef,Single,674,Premium,1814.51,2023-02-18,2,8,0
POL-00561,26,Female,GA,Driver,Single,789,Standard,6148.8,2024-04-07,7,5,0
POL-00562,75,Female,IN,Retail Worker,Widowed,583,Basic,975.27,2021-12-08,14,7,0
POL-00563,48,Female,MA,Chef,Divorced,367,Standard,7189.27,2022-07-26,2,1,1
POL-00564,75,Male,MI,Teacher,Single,468,Premium,1340.18,2020-10-30,15,2,0
POL-00565,51,Male,MI,Electrician,Married,785,Premium,3650.97,2024-02-19,0,4,0
POL-00566,22,Male,GA,Freelancer,Divorced,721,Premium,5418.2,2024-05-30,10,7,1
POL-00567,47,Female,MD,Nurse,Divorced,475,Premium,2200.86,2022-01-31,9,0,0
POL-00568,40,Female,MA,Nurse,Married,848,Premium,1867.1,2020-12-25,4,2,0
POL-00569,25,Male,NJ,Chef,Married,751,Premium,3272.54,2021-02-24,1,5,0
POL-00570,27,Female,MA,Driver,Married,846,Premium,1411.18,2020-02-21,12,7,0
POL-00571,47,Female,PA,Software Engineer,Divorced,602,Comprehensive,7219.83,2024-03-24,4,7,0
POL-00572,62,Male,TN,Student,Single,442,Basic,2810.62,2022-04-02,7,7,0
POL-00573,23,Female,TX,Chef,Married,839,Standard,6359.63,2024-04-20,8,3,0
POL-00574,23,Female,FL,Driver,Widowed,499,Comprehensive,2883.18,2023-05-24,1,5,1
POL-00575,27,Female,VA,Electrician,Divorced,312,Premium,3086.9,2021-09-22,14,8,0
